Limit orders:
Open orders:
Open,test_open_13468,68687
Open,test_open_78988,68349
Open,test_open_62419,68323
Open,test_open_48976,68221
Open,test_open_38397,68461
Open,test_open_80000,73939
Open,test_open_66133,68614
Open,test_open_28745,67883
Open,test_open_27511,68639
Open,test_open_92226,72870
Open,test_open_38941,70638
Open,test_open_64696,82372
Open,test_open_20578,71161
Open,test_open_25857,71447
Open,test_open_29780,69425
Open,test_open_64267,67843
Open,test_open_84484,68971
Open,test_open_40904,67453
Open,test_open_70555,67971
Open,test_open_22598,68478
Open,test_open_70571,83186
Open,test_open_93211,76927
Open,test_open_24220,68594
Open,test_open_46608,68149
Open,test_open_75613,69078
Open,test_open_86277,68055
Open,test_open_79120,68244
Open,test_open_75400,68635
Open,test_open_53729,68008
Open,test_open_38496,69053
Open,test_open_87276,68030
Open,test_open_72300,68513
Open,test_open_31896,68872
Open,test_open_15980,81331
Open,test_open_15916,80881
Open,test_open_16793,68277
Open,test_open_89825,74015
Open,test_open_30452,69117
Open,test_open_85792,68305
Open,test_open_76788,68752
Open,test_open_78002,69540
Open,test_open_31633,69142
Open,test_open_86188,68722
Close orders:
Close,test_close_21221,68661
Close,test_close_18398,69738
Close,test_close_87591,69808
Close,test_close_56310,69888
Close,test_close_86106,83409
Close,test_close_47522,69527
Close,test_close_52421,71244
Close,test_close_87174,68419
Close,test_close_53229,69202
Close,test_close_73644,68663
Close,test_close_18341,69834
Close,test_close_77110,68208
Close,test_close_84219,68912
Close,test_close_59309,69960
Close,test_close_64008,69412
Close,test_close_21509,69069
Close,test_close_25604,69872
Close,test_close_51912,69443
Close,test_close_36274,75285
Close,test_close_99170,70091
Close,test_close_21305,71004
Close,test_close_75242,69391
Close,test_close_75032,69111
Close,test_close_32343,71170
Close,test_close_17271,68620
Close,test_close_73746,72740
Close,test_close_57631,73558
Close,test_close_14781,68971
Close,test_close_93367,69115
Close,test_close_28290,68455
Close,test_close_33351,72079
Close,test_close_29493,68365
Close,test_close_44338,70270
Close,test_close_35739,69194
Close,test_close_78632,68020
Close,test_close_20254,68012
Close,test_close_34106,70106
Close,test_close_59443,69022
Close,test_close_59604,71365
Close,test_close_46539,69182
Close,test_close_16922,69786
Close,test_close_66395,69327
Close,test_close_91087,71191
Changed orders:
Cancelled orders:
Status request:
Status,status_26784,65548
Status,status_55771,66212
Status,status_36982,77582
Status,status_41268,64936
Status,status_41096,65735
Status,status_17568,65533
Status,status_75540,65597
Status,status_22617,65296
Status,status_51243,65319
Status,status_82664,65777
Status,status_37770,65038
Status,status_14687,65008
Status,status_98799,65141
Status,status_67355,64771
Status,status_23462,66038
Status,status_67119,65196
Status,status_86310,65580
Status,status_14861,64835
Status,status_44286,65764
Status,status_78923,65563
Status,status_18313,65734
Status,status_40926,65820
Status,status_84448,65602
Status,status_73601,65821
Status,status_75892,65380
Status,status_35462,66192
Status,status_94623,66068
Status,status_31906,65019
Status,status_91578,65336
Status,status_21363,65227
Status,status_92796,66567
Status,status_23768,66407
Status,status_63987,74662
Status,status_14968,68015
Status,status_71521,65076
Status,status_62904,65421
Status,status_43934,65400
Status,status_97466,65118
Status,status_93372,64720
Status,status_97601,66142
Status,status_58214,65536
Status,status_55594,65370
Status,status_20290,65019
Status,status_99844,65964
Status request:
Rate,mdreq_56860,63180
Rate,mdreq_67854,75428
Rate,mdreq_26040,63308
Rate,mdreq_22331,63197
Rate,mdreq_97854,63433
Rate,mdreq_36002,63055
Rate,mdreq_92363,63284
Rate,mdreq_56002,63477
Rate,mdreq_38470,63494
Rate,mdreq_94729,62867
Rate,mdreq_68054,63104
Rate,mdreq_83170,63889
Rate,mdreq_39048,63157
Rate,mdreq_69680,63319
Rate,mdreq_75387,63305
Rate,mdreq_10243,62953
Rate,mdreq_21637,62983
Rate,mdreq_80284,63963
Rate,mdreq_36908,63618
Rate,mdreq_42876,63371
Rate,mdreq_42867,62692
Rate,mdreq_95904,63542
Rate,mdreq_41831,76325
Rate,mdreq_97798,63604
Rate,mdreq_67938,62847
Rate,mdreq_57953,62792
Rate,mdreq_61800,63060
Rate,mdreq_47581,63023
Rate,mdreq_52282,63706
Rate,mdreq_37362,62744
Rate,mdreq_88375,63062
Rate,mdreq_18170,63565
Rate,mdreq_97701,63205
Rate,mdreq_41968,63595
Rate,mdreq_84285,64225
Rate,mdreq_44451,62979
Rate,mdreq_85677,62677
Rate,mdreq_80548,62932
Rate,mdreq_95893,63517
Rate,mdreq_74612,63635
Rate,mdreq_65274,63455
Rate,mdreq_81756,63074
Rate,mdreq_64220,73846
