REST API Latency Test (ms)
open order,close trade,get 10 quotes,get 50 quotes,get 100 quotes,get 10 trades,get 50 trades,get 100 trades,get 500 trades
638.7481689453125,61.21206283569336,63.03811073303223,173.78687858581543,173.37298393249512,77.5151252746582,62.258005142211914,65.0491714477539,147.79996871948242
66.97511672973633,60.4701042175293,62.837839126586914,153.42402458190918,162.05096244812012,58.87889862060547,61.81192398071289,65.5050277709961,141.71791076660156
61.67912483215332,61.97309494018555,62.94989585876465,173.89917373657227,177.57296562194824,59.17000770568848,61.36488914489746,64.37301635742188,141.7551040649414
61.07306480407715,61.11788749694824,62.44683265686035,153.76901626586914,154.1309356689453,59.56006050109863,61.02585792541504,64.5749568939209,182.27005004882812
60.568809509277344,60.78791618347168,62.309980392456055,174.30400848388672,173.5520362854004,59.294939041137695,61.556100845336914,64.17489051818848,153.97000312805176
61.76400184631348,63.677072525024414,61.840057373046875,153.38802337646484,157.53483772277832,60.33492088317871,61.1569881439209,64.60690498352051,142.5790786743164
71.92206382751465,62.01791763305664,61.76280975341797,173.7959384918213,173.86817932128906,60.562849044799805,61.32388114929199,63.61508369445801,141.11995697021484
60.56404113769531,61.779022216796875,62.56699562072754,153.364896774292,153.64599227905273,69.26798820495605,61.0659122467041,64.08190727233887,146.2230682373047
75.11591911315918,61.82408332824707,63.178062438964844,174.32403564453125,173.66790771484375,60.38308143615723,61.85197830200195,64.15700912475586,141.8321132659912
62.43586540222168,62.43109703063965,61.85007095336914,153.34010124206543,154.1149616241455,60.67204475402832,61.67006492614746,64.68796730041504,146.1639404296875
62.25395202636719,62.45589256286621,61.78712844848633,173.87914657592773,181.37812614440918,63.684940338134766,73.25100898742676,65.93680381774902,141.8321132659912
63.37881088256836,62.39509582519531,62.81089782714844,153.6858081817627,153.87797355651855,59.55195426940918,61.363935470581055,64.89109992980957,141.69716835021973
130.30600547790527,61.81907653808594,62.510013580322266,174.01504516601562,173.90799522399902,60.04810333251953,62.35814094543457,64.62383270263672,146.33703231811523
61.254024505615234,61.75398826599121,62.448978424072266,158.08892250061035,157.6099395751953,60.00208854675293,65.53006172180176,65.05298614501953,141.98017120361328
61.84196472167969,74.06806945800781,64.36896324157715,177.90699005126953,173.79403114318848,59.84902381896973,61.480045318603516,63.84682655334473,145.72501182556152
61.18917465209961,61.985015869140625,64.24212455749512,157.1788787841797,157.973051071167,64.59593772888184,62.17193603515625,65.44995307922363,141.85786247253418
60.75406074523926,62.879085540771484,62.020063400268555,174.07798767089844,181.4279556274414,59.15093421936035,62.65091896057129,65.03796577453613,146.03590965270996
61.08999252319336,62.53194808959961,63.16995620727539,157.50598907470703,157.60397911071777,64.11600112915039,62.17694282531738,64.54706192016602,150.24805068969727
61.083078384399414,123.49796295166016,63.51017951965332,173.68197441101074,182.07097053527832,59.64398384094238,61.21087074279785,64.79597091674805,149.7211456298828
61.940908432006836,62.188148498535156,62.18099594116211,153.46908569335938,153.4101963043213,60.03999710083008,61.81001663208008,65.6740665435791,141.8168544769287
61.08903884887695,62.480926513671875,61.997175216674805,173.91300201416016,181.71405792236328,59.61108207702637,62.07680702209473,68.17197799682617,146.2879180908203
61.425209045410156,61.25307083129883,62.93296813964844,157.96995162963867,153.9139747619629,60.39786338806152,62.10207939147949,75.62613487243652,141.61205291748047
67.03495979309082,61.675071716308594,62.31999397277832,181.68401718139648,173.5250949859619,87.32986450195312,64.70799446105957,75.15311241149902,142.1060562133789
61.56301498413086,61.64288520812988,63.08913230895996,153.65195274353027,153.7928581237793,68.07518005371094,61.84697151184082,78.7200927734375,149.7509479522705
61.308860778808594,61.82098388671875,62.9119873046875,173.73394966125488,173.69794845581055,59.43894386291504,62.07394599914551,63.69495391845703,150.59208869934082
61.18512153625488,61.9049072265625,62.67404556274414,158.2479476928711,157.58204460144043,60.10890007019043,61.547040939331055,64.57209587097168,146.01707458496094
61.19894981384277,61.46693229675293,62.47711181640625,176.77593231201172,173.78592491149902,63.03596496582031,67.56091117858887,64.64099884033203,158.3869457244873
60.79506874084473,62.67499923706055,62.00909614562988,153.8829803466797,154.03509140014648,60.17303466796875,61.45501136779785,63.64583969116211,149.05095100402832
61.61904335021973,66.98107719421387,62.808990478515625,174.07989501953125,173.72512817382812,59.350013732910156,61.22612953186035,79.68807220458984,153.89299392700195
72.97492027282715,99.88093376159668,62.799930572509766,157.36699104309082,153.52702140808105,63.66896629333496,71.65002822875977,66.56599044799805,149.66702461242676
61.096906661987305,135.00404357910156,63.951969146728516,173.68793487548828,173.39801788330078,59.31806564331055,61.61689758300781,64.78500366210938,142.164945602417
67.1229362487793,71.87390327453613,62.67404556274414,153.34606170654297,154.371976852417,59.24391746520996,61.30194664001465,64.03899192810059,142.01712608337402
60.984134674072266,63.616037368774414,62.40701675415039,174.04794692993164,181.77294731140137,85.02912521362305,61.24401092529297,63.81106376647949,146.26598358154297
125.93317031860352,63.760995864868164,62.30783462524414,153.68294715881348,153.28001976013184,85.10494232177734,61.32793426513672,64.727783203125,142.47989654541016
61.26999855041504,61.34200096130371,61.99288368225098,174.5309829711914,174.52192306518555,59.515953063964844,61.34605407714844,64.03803825378418,147.98998832702637
60.52112579345703,61.19489669799805,62.40415573120117,157.8049659729004,157.19223022460938,59.43703651428223,61.5239143371582,64.01896476745605,153.76996994018555
112.51115798950195,61.72513961791992,70.91999053955078,177.1869659423828,173.34604263305664,59.13090705871582,80.535888671875,64.12720680236816,147.48620986938477
61.81597709655762,121.86813354492188,62.59584426879883,170.26805877685547,153.42187881469727,61.78998947143555,65.84501266479492,63.51304054260254,142.7140235900879
60.61196327209473,61.57183647155762,62.52789497375488,181.2880039215088,174.4370460510254,58.76612663269043,61.653852462768555,63.922882080078125,165.3461456298828
81.62999153137207,61.102867126464844,62.19792366027832,157.39703178405762,157.47690200805664,59.32497978210449,61.634063720703125,64.36800956726074,162.27984428405762
60.697078704833984,61.29097938537598,62.036991119384766,181.3819408416748,173.3567714691162,59.4639778137207,62.17813491821289,65.15312194824219,149.1680145263672
60.31513214111328,61.65289878845215,63.324928283691406,158.6019992828369,158.10298919677734,59.90290641784668,61.486005783081055,64.2080307006836,150.13694763183594
61.09309196472168,61.20896339416504,62.09516525268555,176.74899101257324,173.49696159362793,60.51301956176758,60.85515022277832,64.13412094116211,149.3978500366211
