Limit orders:
Open orders:
Open,test_open_31611,20668
Open,test_open_17182,40847
Open,test_open_61420,20796
Open,test_open_57752,36491
Open,test_open_92681,33528
Open,test_open_28727,21651
Open,test_open_67118,19971
Open,test_open_19764,22148
Open,test_open_87127,21627
Open,test_open_13600,22952
Open,test_open_48154,32568
Open,test_open_30537,23454
Open,test_open_29372,20109
Open,test_open_40194,29138
Open,test_open_75695,21880
Open,test_open_25238,34253
Open,test_open_99717,23761
Open,test_open_26817,23909
Open,test_open_90346,22197
Open,test_open_26655,20759
Open,test_open_86894,22471
Open,test_open_46863,22800
Open,test_open_85265,21426
Open,test_open_29102,25027
Open,test_open_81196,22873
Open,test_open_87895,23950
Open,test_open_66084,32243
Open,test_open_23387,30761
Open,test_open_76209,21779
Open,test_open_47248,21137
Open,test_open_52533,21036
Open,test_open_52190,20752
Open,test_open_63756,20070
Open,test_open_14919,24546
Open,test_open_10857,31374
Open,test_open_48407,23407
Open,test_open_14515,21305
Open,test_open_20436,20797
Open,test_open_24710,27215
Open,test_open_93314,22264
Open,test_open_29605,22533
Open,test_open_90494,22220
Open,test_open_99655,20445
Open,test_open_85556,27356
Open,test_open_21464,22784
Open,test_open_96787,21350
Open,test_open_52874,30217
Open,test_open_27747,22444
Open,test_open_22843,27492
Open,test_open_56338,20503
Close orders:
Close,test_close_36910,21551
Close,test_close_76733,25261
Close,test_close_81470,21753
Close,test_close_76156,21954
Close,test_close_28389,23193
Close,test_close_79000,22067
Close,test_close_67197,19961
Close,test_close_67934,22162
Close,test_close_13236,19908
Close,test_close_38169,23733
Close,test_close_38357,23248
Close,test_close_19956,23354
Close,test_close_10974,29666
Close,test_close_40589,21271
Close,test_close_28138,20828
Close,test_close_32002,21662
Close,test_close_20765,22247
Close,test_close_20737,27000
Close,test_close_43060,21003
Close,test_close_40780,22639
Close,test_close_83611,21381
Close,test_close_72000,21247
Close,test_close_68521,44600
Close,test_close_95893,-59978250
Close,test_close_50337,20945
Close,test_close_59326,25255
Close,test_close_85491,21279
Close,test_close_31760,25709
Close,test_close_80910,24204
Close,test_close_26622,23802
Close,test_close_35021,22770
Close,test_close_75007,20267
Close,test_close_91380,37371
Close,test_close_27029,35010
Close,test_close_37217,24685
Close,test_close_77806,31380
Close,test_close_39887,33401
Close,test_close_68468,35385
Close,test_close_54784,22280
Close,test_close_59695,28911
Close,test_close_44717,23633
Close,test_close_38243,22994
Close,test_close_34534,20527
Close,test_close_44534,22370
Close,test_close_89649,21771
Close,test_close_70629,24519
Close,test_close_11862,22565
Close,test_close_79083,22190
Close,test_close_91279,21748
Close,test_close_75173,21426
Changed orders:
Cancelled orders:
Status request:
Status,status_64360,23421
Status,status_65547,21705
Status,status_70824,17783
Status,status_50281,24089
Status,status_25362,25957
Status,status_60057,19549
Status,status_46936,20210
Status,status_56973,18490
Status,status_26581,19459
Status,status_21614,20902
Status,status_86385,27122
Status,status_42627,19165
Status,status_22264,22804
Status,status_80022,29844
Status,status_43293,25338
Status,status_33631,18752
Status,status_63291,17784
Status,status_69796,17619
Status,status_74657,18752
Status,status_39158,17411
Status,status_94439,17385
Status,status_90565,18343
Status,status_45094,19919
Status,status_59540,18800
Status,status_46449,16814
Status,status_84221,45943
Status,status_72588,19096
Status,status_71328,22346
Status,status_16604,18631
Status,status_72991,18010
Status,status_65042,18126
Status,status_11310,19481
Status,status_23748,22462
Status,status_72339,17338
Status,status_53774,27843
Status,status_12124,18536
Status,status_47813,18186
Status,status_29698,19468
Status,status_43722,25205
Status,status_37060,18783
Status,status_49883,22041
Status,status_90897,20962
Status,status_29286,18620
Status,status_89686,18471
Status,status_44175,18845
Status,status_85597,17350
Status,status_20057,22450
Status,status_98821,18949
Status,status_35194,21678
Status,status_31648,31231
Status request:
Rate,mdreq_50500,18370
Rate,mdreq_26660,18640
Rate,mdreq_95640,15892
Rate,mdreq_11130,18293
Rate,mdreq_52537,15855
Rate,mdreq_28829,17233
Rate,mdreq_17208,21455
Rate,mdreq_38478,16789
Rate,mdreq_82184,20556
Rate,mdreq_87852,16077
Rate,mdreq_47091,15298
Rate,mdreq_19488,16041
Rate,mdreq_44748,17240
Rate,mdreq_48096,15514
Rate,mdreq_38616,21650
Rate,mdreq_88278,19619
Rate,mdreq_92511,16522
Rate,mdreq_84585,239165
Rate,mdreq_20483,15451
Rate,mdreq_53130,16803
Rate,mdreq_25186,15596
Rate,mdreq_40670,26148
Rate,mdreq_78044,16149
Rate,mdreq_41873,15599
Rate,mdreq_21824,18000
Rate,mdreq_65363,16049
Rate,mdreq_78020,17606
Rate,mdreq_85535,19049
Rate,mdreq_91609,27121
Rate,mdreq_91672,20443
Rate,mdreq_52277,16451
Rate,mdreq_56156,15206
Rate,mdreq_66128,16007
Rate,mdreq_73688,17014
Rate,mdreq_18971,16700
Rate,mdreq_96182,20923
Rate,mdreq_72076,19151
Rate,mdreq_97575,20360
Rate,mdreq_56122,17665
Rate,mdreq_47514,15885
Rate,mdreq_91401,16064
Rate,mdreq_92209,18476
Rate,mdreq_68509,17580
Rate,mdreq_24617,18503
Rate,mdreq_48323,25771
Rate,mdreq_48710,16841
Rate,mdreq_64454,17391
Rate,mdreq_99375,15270
Rate,mdreq_44411,15305
Rate,mdreq_75464,15725
