Limit orders:
Open orders:
Open,test_open_27773,124562
Open,test_open_72478,125870
Open,test_open_41251,124560
Open,test_open_52807,123979
Open,test_open_38985,123747
Open,test_open_42236,125624
Open,test_open_87926,124153
Open,test_open_92626,124693
Open,test_open_52028,125880
Open,test_open_77726,126246
Open,test_open_97519,124604
Open,test_open_44663,124570
Open,test_open_73056,125079
Open,test_open_48360,124022
Open,test_open_29526,125700
Open,test_open_15491,125565
Open,test_open_75809,125991
Open,test_open_58102,134972
Open,test_open_65860,125744
Open,test_open_94036,124542
Open,test_open_11722,124849
Open,test_open_61149,125579
Open,test_open_47696,125288
Open,test_open_65071,125225
Open,test_open_89330,126026
Open,test_open_51713,124600
Open,test_open_76454,125699
Open,test_open_95016,127567
Open,test_open_46423,124579
Open,test_open_23935,125378
Open,test_open_71124,125299
Open,test_open_88879,125223
Open,test_open_39898,123782
Open,test_open_82183,125800
Open,test_open_12103,124980
Open,test_open_53707,125907
Open,test_open_97841,129783
Open,test_open_18064,127188
Open,test_open_67611,124480
Open,test_open_88661,126065
Open,test_open_78209,126107
Open,test_open_61898,125150
Open,test_open_54760,123724
Open,test_open_68431,124209
Open,test_open_65566,124559
Open,test_open_75339,124989
Open,test_open_51295,125594
Open,test_open_31480,124937
Open,test_open_17577,124731
Open,test_open_51830,124813
Close orders:
Close,test_close_85152,125924
Close,test_close_17562,125287
Close,test_close_76327,124993
Close,test_close_87565,126073
Close,test_close_72234,126485
Close,test_close_67308,126177
Close,test_close_53274,124527
Close,test_close_83259,126716
Close,test_close_13630,123822
Close,test_close_14059,124519
Close,test_close_88962,126409
Close,test_close_29196,124073
Close,test_close_83244,125162
Close,test_close_89569,126050
Close,test_close_25068,124939
Close,test_close_94065,124305
Close,test_close_40901,125255
Close,test_close_99518,126556
Close,test_close_11328,124461
Close,test_close_35236,124127
Close,test_close_17858,126225
Close,test_close_26284,124902
Close,test_close_56467,125331
Close,test_close_77898,128829
Close,test_close_62927,126924
Close,test_close_13569,125440
Close,test_close_72756,125714
Close,test_close_85070,124436
Close,test_close_43538,126227
Close,test_close_10878,125352
Close,test_close_23345,132608
Close,test_close_34955,130608
Close,test_close_19838,124861
Close,test_close_86031,125543
Close,test_close_63524,126012
Close,test_close_17002,125273
Close,test_close_98690,124877
Close,test_close_10428,125155
Close,test_close_10461,126859
Close,test_close_21667,125099
Close,test_close_49805,125535
Close,test_close_64353,131407
Close,test_close_31683,126104
Close,test_close_10430,128571
Close,test_close_84910,124804
Close,test_close_95935,125958
Close,test_close_52689,131402
Close,test_close_21427,125307
Close,test_close_51092,-59874228
Close,test_close_81283,125411
Changed orders:
Cancelled orders:
Status request:
Status,status_36794,122989
Status,status_50471,121693
Status,status_11843,122287
Status,status_79254,121678
Status,status_69253,122556
Status,status_50423,121954
Status,status_59413,121874
Status,status_60800,121754
Status,status_16525,121093
Status,status_16930,121795
Status,status_31028,121951
Status,status_72669,121682
Status,status_90422,120825
Status,status_27157,122195
Status,status_67944,122702
Status,status_62217,121879
Status,status_57192,121855
Status,status_44876,121678
Status,status_33254,122198
Status,status_67118,121522
Status,status_98756,121864
Status,status_93851,121710
Status,status_83229,121255
Status,status_93436,127211
Status,status_79777,121827
Status,status_63215,122092
Status,status_64447,125106
Status,status_24064,122708
Status,status_94285,122231
Status,status_79915,121070
Status,status_10315,122364
Status,status_34213,121017
Status,status_50390,121724
Status,status_51765,121942
Status,status_16683,122759
Status,status_61944,121777
Status,status_60305,121412
Status,status_55091,120916
Status,status_47477,122064
Status,status_46056,121999
Status,status_51151,122200
Status,status_83995,122316
Status,status_66802,122246
Status,status_83797,121314
Status,status_62508,121979
Status,status_97673,122174
Status,status_47622,121353
Status,status_56002,122092
Status,status_60619,122329
Status,status_50670,121697
Status request:
Rate,mdreq_94012,119707
Rate,mdreq_62963,119390
Rate,mdreq_61152,119580
Rate,mdreq_26032,119899
Rate,mdreq_43575,117831
Rate,mdreq_33357,119411
Rate,mdreq_34939,118948
Rate,mdreq_68297,119344
Rate,mdreq_83752,119112
Rate,mdreq_38641,119236
Rate,mdreq_94777,119687
Rate,mdreq_49649,118881
Rate,mdreq_54376,119535
Rate,mdreq_97006,119447
Rate,mdreq_87211,118903
Rate,mdreq_60683,119644
Rate,mdreq_44704,118952
Rate,mdreq_49644,119348
Rate,mdreq_14151,119516
Rate,mdreq_85795,119241
Rate,mdreq_85984,118923
Rate,mdreq_30093,119660
Rate,mdreq_15912,119724
Rate,mdreq_70832,119764
Rate,mdreq_55752,119586
Rate,mdreq_56965,119714
Rate,mdreq_26157,119347
Rate,mdreq_28989,119574
Rate,mdreq_74101,119321
Rate,mdreq_25111,119775
Rate,mdreq_82685,119178
Rate,mdreq_31043,119007
Rate,mdreq_22211,119406
Rate,mdreq_64867,119423
Rate,mdreq_73643,119955
Rate,mdreq_54647,119570
Rate,mdreq_67304,120407
Rate,mdreq_10926,119119
Rate,mdreq_15259,119685
Rate,mdreq_13011,119379
Rate,mdreq_40187,119497
Rate,mdreq_69726,121104
Rate,mdreq_15841,119893
Rate,mdreq_55826,119017
Rate,mdreq_76869,119282
Rate,mdreq_41548,119198
Rate,mdreq_35206,119361
Rate,mdreq_25070,119251
Rate,mdreq_89701,119853
Rate,mdreq_13977,119967
