REST API Latency Test (ms)
open order,close trade,get 10 quotes,get 50 quotes,get 100 quotes,get 10 trades,get 50 trades,get 100 trades,get 500 trades
883.0230236053467,116.76788330078125,116.42003059387207,117.41209030151367,306.7948818206787,114.27903175354004,123.23594093322754,120.97287178039551,258.7461471557617
116.39809608459473,120.34010887145996,118.03007125854492,117.90990829467773,265.75517654418945,113.95692825317383,116.23597145080566,119.20285224914551,253.34501266479492
116.89591407775879,116.23096466064453,116.94002151489258,117.1729564666748,305.79590797424316,113.86990547180176,116.2879467010498,119.88210678100586,257.72619247436523
116.2109375,118.59011650085449,115.94080924987793,117.39706993103027,270.751953125,117.77305603027344,117.04587936401367,119.26603317260742,254.08697128295898
116.17016792297363,188.22216987609863,117.53392219543457,117.00296401977539,304.5790195465088,129.6069622039795,117.00987815856934,118.85404586791992,254.35304641723633
116.6391372680664,165.69900512695312,118.99399757385254,117.23518371582031,265.92397689819336,113.92092704772949,117.05493927001953,119.42315101623535,252.62689590454102
116.9281005859375,117.19417572021484,132.78818130493164,118.21103096008301,305.433988571167,113.99388313293457,117.20085144042969,124.36795234680176,254.7309398651123
116.95599555969238,117.27309226989746,116.71090126037598,117.16294288635254,265.90681076049805,114.29595947265625,117.28811264038086,119.17901039123535,253.60512733459473
126.89805030822754,146.0890769958496,116.81795120239258,116.63818359375,305.3858280181885,120.56183815002441,118.30306053161621,118.88909339904785,254.35614585876465
440.0959014892578,117.13790893554688,117.70009994506836,117.13695526123047,266.05701446533203,114.04180526733398,117.36488342285156,119.9958324432373,261.9190216064453
115.6609058380127,138.2908821105957,117.20991134643555,117.4781322479248,305.59802055358887,114.26711082458496,117.034912109375,119.3089485168457,249.56202507019043
117.13504791259766,116.12987518310547,117.095947265625,117.23589897155762,265.5630111694336,115.79704284667969,116.65201187133789,119.42100524902344,254.1661262512207
117.42091178894043,117.03896522521973,116.50204658508301,118.15690994262695,305.6211471557617,114.23182487487793,116.94908142089844,119.84896659851074,253.54886054992676
133.15415382385254,167.8299903869629,116.67799949645996,116.61005020141602,265.4399871826172,116.90282821655273,117.33603477478027,121.49405479431152,258.0609321594238
116.08219146728516,140.27094841003418,116.46199226379395,117.96712875366211,305.60898780822754,114.28093910217285,118.28494071960449,118.89410018920898,253.48901748657227
127.90584564208984,116.67609214782715,117.62285232543945,117.31886863708496,266.22891426086426,114.59493637084961,116.99414253234863,118.70908737182617,254.2710304260254
117.22803115844727,117.22493171691895,117.35796928405762,119.54998970031738,305.2940368652344,114.49003219604492,117.10810661315918,119.14491653442383,248.52895736694336
121.53792381286621,116.80006980895996,116.68896675109863,117.0649528503418,265.81716537475586,132.7228546142578,117.8140640258789,118.92914772033691,255.73205947875977
