Timestamp on Tick,Latency After Decode,Bid,Ask,Latency After Decode,Bid,Ask,,1.1285962349,1.5055
1396643712.122,10.661,1.36973,1.36986,11.305,1.36973,1.36986,,1.0604070913,0.644
1396643713.003,11.447,1.36971,1.36984,11.815,1.36971,1.36984,,1.0321481611,0.368
1396643724.394,13.037,1.36974,1.36985,14.08,1.36974,1.36985,,1.0800030682,1.043
1396643724.621,10.743,1.36973,1.36987,11.875,1.36973,1.36987,,1.1053709392,1.132
1396643725.051,11.398,1.36974,1.36987,12.105,1.36974,1.36987,,1.062028426,0.707
1396643729.985,11.289,1.36975,1.36987,12.429,1.36975,1.36987,,1.100983258,1.14
1396643733.506,11.625,1.36977,1.36989,12.914,1.36977,1.36989,,1.1108817204,1.289
1396643737.524,10.924,1.36978,1.36989,12.875,1.36978,1.36989,,1.1785975833,1.951
1396643742.423,11.697,1.36977,1.3699,13.043,1.36977,1.3699,,1.1150722407,1.346
1396643743.453,11.659,1.36978,1.3699,11.984,1.36978,1.3699,,1.027875461,0.325
1396643755.294,10.924,1.36974,1.36988,12.434,1.36974,1.36988,,1.1382277554,1.51
1396643755.413,12.545,1.36975,1.36988,13.984,1.36975,1.36988,,1.1147070546,1.439
1396643755.421,21.625,1.36975,1.3699,105.318,1.36975,1.3699,,4.8701965318,83.693
1396643755.61,11.648,1.36976,1.3699,17.907,1.36976,1.3699,,1.537345467,6.259
1396643758.328,10.785,1.36973,1.36987,13.066,1.36973,1.36987,,1.2114974502,2.281
1396643764.622,11.085,1.36974,1.36987,12.865,1.36974,1.36987,,1.1605773568,1.78
1396643764.82,40.223,1.36975,1.36989,15.918,1.36976,1.36989,,0.3957437287,-24.305
1396643764.82,40.223,1.36975,1.36989,115.761,1.36975,1.36989,,2.8779802601,75.538
1396643766.84,12.783,1.36977,1.36988,12.796,1.36977,1.36988,,1.0010169757,0.013
1396643770.974,12.552,1.36975,1.36986,14.1,1.36975,1.36986,,1.1233269598,1.548
1396643771.214,11.758,1.36975,1.36986,13.037,1.36975,1.36986,,1.1087770029,1.279
1396643775.312,12.1,1.36974,1.36987,13.258,1.36974,1.36987,,1.0957024793,1.158
1396643775.32,20.39,1.36971,1.36987,115.785,1.36971,1.36987,,5.6785188818,95.395
1396643779.37,10.902,1.36973,1.36985,12.162,1.36973,1.36985,,1.1155751238,1.26
1396643797.051,11.23,1.36973,1.36985,12.377,1.36973,1.36985,,1.1021371327,1.147
