Timestamp on Tick,Latency After Decode,Bid,Ask,,Timestamp on Tick,Latency After Decode,Bid,Ask
,,,,,1396643755.294,12.434,1.36974,1.36988
,,,,,1396643755.413,13.984,1.36975,1.36988
,,,,,1396643755.421,105.318,1.36975,1.3699
,,,,,1396643755.61,17.907,1.36976,1.3699
,,,,,1396643758.328,13.066,1.36973,1.36987
,,,,,1396643764.622,12.865,1.36974,1.36987
,,,,,1396643764.82,15.918,1.36976,1.36989
,,,,,1396643764.82,115.761,1.36975,1.36989
,,,,,1396643766.84,12.796,1.36977,1.36988
,,,,,1396643770.974,14.1,1.36975,1.36986
,,,,,1396643771.214,13.037,1.36975,1.36986
,,,,,1396643775.312,13.258,1.36974,1.36987
,,,,,1396643775.315,119.471,1.36972,1.36987
,,,,,1396643775.32,115.785,1.36971,1.36987
,,,,,1396643779.37,12.162,1.36973,1.36985
,,,,,1396643797.051,12.377,1.36973,1.36985
