Compact Stream Performance Test,,,,,,,,
Timestamp on Tick,Latency After Decode,Bid,Ask,,Timestamp on Tick,Latency After Decode,Bid,Ask
1396636373.222,14.285,1.36988,1.36999,,1396636367.552,13.001,1.36977,1.36988
1396636374.614,12.729,1.36987,1.36999,,1396636371.875,14.462,1.36977,1.36989
1396636374.616,28.772,1.36985,1.37,,1396636371.913,76.637,1.36979,1.36991
1396636374.656,21.726,1.36983,1.36997,,1396636372.025,63.598,1.36981,1.36993
1396636374.986,11.979,1.36983,1.36995,,1396636372.216,85.596,1.36983,1.36994
1396636375.211,12.362,1.36984,1.36994,,1396636372.622,12.869,1.36985,1.36996
1396636375.636,12.899,1.36986,1.36996,,1396636372.741,13.145,1.36988,1.36999
1396636375.714,12.494,1.36985,1.36997,,1396636372.883,11.821,1.36988,1.37
1396636382.024,12.343,1.36983,1.36994,,1396636373.222,15.284,1.36988,1.36999
1396636386.818,12.188,1.36984,1.36996,,1396636374.614,62.236,1.36987,1.36999
1396636390.805,12.275,1.36984,1.36995,,1396636374.616,62.435,1.36985,1.37
1396636390.837,12.946,1.36982,1.36993,,1396636374.632,148.771,1.36982,1.36997
1396636390.893,12.329,1.36983,1.36993,,1396636374.656,127.251,1.36983,1.36997
1396636391.935,14.7,1.36981,1.36991,,1396636374.986,13.206,1.36983,1.36995
1396636392.312,914.817,1.36979,1.36989,,1396636375.211,13.093,1.36984,1.36994
1396636410.771,14.839,1.36981,1.36991,,1396636375.636,13.177,1.36986,1.36996
1396636411.043,19.186,1.36981,1.36992,,1396636375.714,35.234,1.36985,1.36997
1396636411.513,12.834,1.3698,1.36989,,1396636382.024,13.797,1.36983,1.36994
1396636412.595,13.382,1.36979,1.36991,,1396636386.818,13.936,1.36984,1.36996
1396636412.807,12.807,1.36982,1.36993,,1396636390.805,13.961,1.36984,1.36995
1396636412.858,12.182,1.36982,1.36995,,1396636390.837,81.591,1.36982,1.36993
1396636413.079,14.979,1.36984,1.36995,,1396636390.893,125.244,1.36983,1.36993
1396636414.424,13.448,1.36986,1.36995,,1396636391.935,15.665,1.36981,1.36991
1396636414.605,11.941,1.36985,1.36996,,1396636392.014,34.356,1.36981,1.36992
1396636414.911,12.304,1.36983,1.36997,,1396636392.312,16.191,1.36979,1.36989
1396636415.083,13.881,1.36982,1.36994,,1396636410.771,16.446,1.36981,1.36991
1396636415.21,12.606,1.36983,1.36994,,1396636411.043,18.587,1.36981,1.36992
1396636423.019,22.965,1.36983,1.36996,,1396636411.513,13.531,1.3698,1.36989
1396636423.032,32.927,1.36986,1.36999,,1396636412.595,14.89,1.36979,1.36991
1396636423.116,13.522,1.36986,1.36998,,1396636412.807,13.588,1.36982,1.36993
1396636427.419,14.262,1.36988,1.36998,,1396636412.858,62.213,1.36982,1.36995
1396636435.219,12.597,1.36988,1.36999,,1396636413.079,15.819,1.36984,1.36995
1396636437.716,13.235,1.36988,1.37,,1396636414.424,14.993,1.36986,1.36995
1396636442.521,12.211,1.36989,1.36999,,1396636414.605,73.919,1.36985,1.36996
1396636445.373,12.994,1.36989,1.37,,1396636414.911,12.88,1.36983,1.36997
1396636445.612,12.18,1.3699,1.36999,,1396636415.083,13.417,1.36982,1.36994
1396636451.479,12.112,1.3699,1.36999,,1396636415.21,13.459,1.36983,1.36994
1396636468.811,13.063,1.36988,1.37,,1396636423.019,23.744,1.36983,1.36996
1396636468.912,14.847,1.36988,1.36999,,1396636423.032,102.027,1.36986,1.36999
1396636469.71,13.226,1.36989,1.36998,,1396636423.116,125.606,1.36986,1.36998
1396636473.122,12.34,1.36988,1.36999,,1396636427.419,15.426,1.36988,1.36998
1396636476.424,15.367,1.36988,1.36997,,1396636435.219,12.111,1.36988,1.36999
1396636476.536,15.288,1.36986,1.36997,,1396636437.716,13.946,1.36988,1.37
1396636476.582,12.201,1.36983,1.36997,,1396636442.521,13.961,1.36989,1.36999
1396636476.624,15.667,1.3698,1.36995,,1396636445.373,13.151,1.36989,1.37
1396636476.647,13.059,1.36977,1.36992,,1396636445.612,13.289,1.3699,1.36999
1396636476.715,12.391,1.36978,1.36992,,1396636451.479,13.048,1.3699,1.36999
1396636476.803,24.725,1.36978,1.36991,,1396636468.811,13.463,1.36988,1.37
1396636477.013,12.738,1.36979,1.3699,,1396636468.912,16.102,1.36988,1.36999
1396636478.21,12.427,1.3698,1.36989,,1396636469.71,13.028,1.36989,1.36998
1396636479.963,13.711,1.36978,1.36989,,1396636473.122,13.172,1.36988,1.36999
1396636480.117,18.336,1.36981,1.36992,,1396636476.424,17.137,1.36988,1.36997
1396636481.764,14.796,1.3698,1.36989,,1396636476.536,13.481,1.36986,1.36997
1396636483.407,12.663,1.36979,1.3699,,1396636476.582,69.364,1.36983,1.36997
1396636485.012,12.191,1.36982,1.36991,,1396636476.624,126.32,1.3698,1.36995
1396636486.313,13.901,1.36981,1.36992,,1396636476.647,104.833,1.36977,1.36992
1396636488.929,17.195,1.36983,1.36994,,1396636476.715,38.512,1.36978,1.36992
1396636490.522,12.247,1.36986,1.36996,,1396636476.803,46.695,1.36978,1.36991
1396636490.546,15.095,1.36985,1.36997,,1396636477.013,13.82,1.36979,1.3699
1396636490.619,16.342,1.36987,1.36999,,1396636478.21,12.87,1.3698,1.36989
1396636492.174,13.049,1.36989,1.36999,,1396636479.963,15.21,1.36978,1.36989
1396636492.176,28.701,1.36988,1.37,,1396636480.117,20.027,1.36981,1.36992
1396636492.521,12.133,1.36989,1.36999,,1396636481.764,13.061,1.3698,1.36989
1396636492.528,21.081,1.36988,1.37,,1396636483.407,12.931,1.36979,1.3699
1396636493.194,14.355,1.36988,1.36999,,1396636485.012,12.688,1.36982,1.36991
1396636497.018,12.236,1.36988,1.36998,,1396636486.313,13.417,1.36981,1.36992
1396636497.643,12.073,1.36989,1.36998,,1396636488.929,17.982,1.36983,1.36994
1396636502.512,12.617,1.36989,1.37,,1396636490.522,13.808,1.36986,1.36996
1396636505.547,14.017,1.36991,1.37002,,1396636490.546,3488.155,1.36985,1.36997
1396636505.625,15.762,1.36993,1.37003,,1396636490.619,3430.375,1.36987,1.36999
1396636505.627,31.339,1.36992,1.37004,,1396636492.174,1878.137,1.36989,1.36999
1396636505.674,16.149,1.36993,1.37004,,1396636492.176,1877.609,1.36988,1.37
1396636505.808,11.863,1.36993,1.37005,,1396636492.521,1534.914,1.36989,1.36999
1396636505.879,13.036,1.36993,1.37004,,1396636492.528,1529.503,1.36988,1.37
1396636506.111,12.78,1.36993,1.37002,,1396636493.194,865.425,1.36988,1.36999
1396636506.124,15.99,1.36992,1.37002,,1396636497.018,13.581,1.36988,1.36998
1396636506.826,13.797,1.3699,1.37001,,1396636497.643,12.844,1.36989,1.36998
1396636512.621,14.943,1.36989,1.36999,,1396636502.512,13.957,1.36989,1.37
1396636513.025,16.834,1.36989,1.36999,,1396636505.547,15.115,1.36991,1.37002
1396636513.693,18.726,1.36989,1.36998,,1396636505.625,36.27,1.36993,1.37003
1396636515.519,11.796,1.36989,1.36999,,1396636505.627,135.903,1.36992,1.37004
1396636526.417,12.197,1.36989,1.37,,1396636505.674,90.599,1.36993,1.37004
1396636545.893,20.305,1.36987,1.36999,,1396636505.808,55.689,1.36993,1.37005
1396636546.167,13.354,1.36985,1.36997,,1396636505.879,85.307,1.36993,1.37004
1396636549.729,11.678,1.36985,1.36997,,1396636506.111,13.478,1.36993,1.37002
1396636551.211,12.513,1.36986,1.36996,,1396636506.124,100.579,1.36992,1.37002
1396636551.478,13.896,1.36987,1.36995,,1396636506.826,14.755,1.3699,1.37001
1396636552.893,13.304,1.36984,1.36996,,1396636512.621,15.337,1.36989,1.36999
1396636553.331,16.915,1.36983,1.36994,,1396636513.025,17.665,1.36989,1.36999
1396636553.424,15.867,1.36981,1.36992,,1396636513.693,19.194,1.36989,1.36998
1396636553.516,15.682,1.36981,1.36991,,1396636515.519,13.536,1.36989,1.36999
1396636553.525,29.013,1.3698,1.36992,,1396636526.417,13.266,1.36989,1.37
1396636553.662,12.95,1.36979,1.3699,,1396636545.893,21.262,1.36987,1.36999
1396636558.312,18.629,1.36982,1.36993,,1396636546.167,12.866,1.36985,1.36997
1396636558.32,28.253,1.36984,1.36995,,1396636549.729,12.415,1.36985,1.36997
1396636579.715,11.786,1.36986,1.36997,,1396636551.211,13.188,1.36986,1.36996
1396636580.064,15.403,1.36988,1.36996,,1396636551.478,12.542,1.36987,1.36995
1396636581.943,12.996,1.36987,1.36997,,1396636552.893,12.551,1.36984,1.36996
1396636593.436,12.811,1.36986,1.36998,,1396636553.331,18.449,1.36983,1.36994
1396636597.997,12.25,1.36986,1.36998,,1396636553.424,26.029,1.36981,1.36992
1396636598.446,12.572,1.36986,1.36996,,1396636553.516,29.266,1.36981,1.36991
1396636599.906,15.186,1.36985,1.36996,,1396636553.525,119.174,1.3698,1.36992
1396636599.922,15.581,1.36984,1.36996,,1396636553.662,82.124,1.36979,1.3699
1396636601.104,12.689,1.36984,1.36996,,1396636558.312,20.044,1.36982,1.36993
1396636607.56,12.74,1.36981,1.36993,,1396636558.32,105.934,1.36984,1.36995
1396636607.564,27.108,1.3698,1.36994,,1396636579.715,12.655,1.36986,1.36997
1396636607.61,12.397,1.36981,1.36994,,1396636580.064,12.299,1.36988,1.36996
1396636607.723,14.56,1.36978,1.36991,,1396636581.943,12.765,1.36987,1.36997
1396636607.912,24.8,1.36979,1.3699,,1396636593.436,13.09,1.36986,1.36998
1396636614.132,16.924,1.3698,1.36994,,1396636597.997,12.146,1.36986,1.36998
1396636614.224,13.383,1.3698,1.36995,,1396636598.446,13.618,1.36986,1.36996
1396636614.299,12.24,1.3698,1.36994,,1396636599.906,15.783,1.36985,1.36996
1396636614.489,13.077,1.36981,1.36993,,1396636599.922,96.677,1.36984,1.36996
1396636614.555,12.212,1.3698,1.36994,,1396636601.104,13.297,1.36984,1.36996
1396636614.638,12.83,1.36981,1.36994,,1396636607.56,13.37,1.36981,1.36993
1396636616.536,15.216,1.36982,1.36992,,1396636607.564,108.574,1.3698,1.36994
1396636621.514,12.394,1.36981,1.36993,,1396636607.61,64.354,1.36981,1.36994
1396636622.016,12.753,1.36984,1.36995,,1396636607.723,52.28,1.36978,1.36991
1396636629.312,13.132,1.36984,1.36994,,1396636607.912,25.906,1.36979,1.3699
1396636632.055,13.81,1.36986,1.36996,,1396636614.132,18.045,1.3698,1.36994
1396636632.121,19.338,1.36986,1.36998,,1396636614.224,24.554,1.3698,1.36995
1396636632.298,16.538,1.36988,1.36998,,1396636614.299,53.157,1.3698,1.36994
1396636633.792,12.792,1.36987,1.36999,,1396636614.489,13.187,1.36981,1.36993
1396636633.887,13.193,1.36986,1.36997,,1396636614.555,48.025,1.3698,1.36994
1396636639.016,13.304,1.36985,1.36997,,1396636614.638,66.114,1.36981,1.36994
1396636640.412,13.28,1.36986,1.36996,,1396636616.536,14.508,1.36982,1.36992
1396636644.719,14.077,1.36986,1.36995,,1396636621.514,13.09,1.36981,1.36993
1396636646.32,14.196,1.36985,1.36995,,1396636622.016,12.923,1.36984,1.36995
1396636646.415,13.559,1.36984,1.36995,,1396636629.312,14.238,1.36984,1.36994
1396636646.514,16.437,1.36979,1.36993,,1396636632.055,14.539,1.36986,1.36996
1396636646.625,12.892,1.3698,1.36992,,1396636632.121,146.447,1.36986,1.36998
1396636646.748,13.07,1.36981,1.36992,,1396636632.298,70.321,1.36988,1.36998
1396636647.31,13.088,1.36981,1.36991,,1396636633.792,12.7,1.36987,1.36999
1396636647.418,17.098,1.3698,1.36992,,1396636633.887,17.647,1.36986,1.36997
1396636648.059,13.439,1.36981,1.36991,,1396636639.016,15.01,1.36985,1.36997
1396636650.899,12.188,1.36979,1.36993,,1396636640.412,13.148,1.36986,1.36996
1396636650.917,15.488,1.36982,1.36996,,1396636644.719,15.066,1.36986,1.36995
1396636650.948,11.784,1.36984,1.36997,,1396636646.32,15.794,1.36985,1.36995
1396636651.212,11.894,1.36985,1.36996,,1396636646.415,17.465,1.36984,1.36995
1396636658.55,13.487,1.36983,1.36994,,1396636646.433,1213.922,1.36981,1.36993
1396636658.589,12.776,1.36982,1.36994,,1396636646.514,1135.179,1.36979,1.36993
1396636658.615,12.895,1.36981,1.36994,,1396636646.625,1025.902,1.3698,1.36992
1396636658.617,27.447,1.36979,1.36995,,1396636646.748,904.358,1.36981,1.36992
1396636658.66,11.878,1.36979,1.36994,,1396636647.31,345.411,1.36981,1.36991
1396636658.814,12.924,1.36977,1.36991,,1396636647.418,239.548,1.3698,1.36992
1396636658.872,13.407,1.36978,1.36991,,1396636648.059,13.3,1.36981,1.36991
1396636658.983,12.656,1.36978,1.3699,,1396636650.899,12.808,1.36979,1.36993
1396636667.725,15.648,1.36976,1.36987,,1396636650.917,95.022,1.36982,1.36996
1396636668.008,12.015,1.36976,1.36987,,1396636650.948,66.655,1.36984,1.36997
1396636668.529,12.151,1.36974,1.36985,,1396636651.212,12.488,1.36985,1.36996
1396636668.711,15.557,1.36975,1.36985,,1396636658.55,14.956,1.36983,1.36994
1396636672.765,16.504,1.36975,1.36986,,1396636658.589,74.007,1.36982,1.36994
1396636673.112,11.735,1.36976,1.36985,,1396636658.615,150.027,1.36981,1.36994
1396636684.009,13.089,1.36976,1.36985,,1396636658.617,150.501,1.36979,1.36995
1396636693.705,12.006,1.36976,1.36986,,1396636658.66,109.424,1.36979,1.36994
1396636697.746,12.539,1.36976,1.36988,,1396636658.814,49.612,1.36977,1.36991
1396636697.762,12.864,1.36976,1.3699,,1396636658.872,93.478,1.36978,1.36991
1396636697.806,14.881,1.36978,1.36992,,1396636658.983,82.869,1.36978,1.3699
1396636697.814,25.743,1.36978,1.36993,,1396636667.725,16.179,1.36976,1.36987
1396636697.832,23.484,1.36981,1.36996,,1396636668.008,12.969,1.36976,1.36987
1396636697.914,13.128,1.36982,1.36996,,1396636668.529,12.522,1.36974,1.36985
1396636698.015,12.16,1.36983,1.36996,,1396636668.711,17.18,1.36975,1.36985
1396636698.114,13.382,1.36983,1.36995,,1396636672.765,18.115,1.36975,1.36986
1396636698.223,11.973,1.36983,1.36994,,1396636673.112,12.722,1.36976,1.36985
1396636699.018,12.505,1.36983,1.36994,,1396636684.009,13.323,1.36976,1.36985
1396636703.014,12.644,1.36986,1.36996,,1396636693.705,12.978,1.36976,1.36986
1396636703.048,12.375,1.36986,1.36998,,1396636697.746,13.44,1.36976,1.36988
1396636703.214,11.79,1.36986,1.36997,,1396636697.762,97.502,1.36976,1.3699
1396636703.804,11.941,1.36987,1.36999,,1396636697.806,153.714,1.36978,1.36992
1396636706.303,15.993,1.36987,1.36998,,1396636697.814,147.638,1.36978,1.36993
1396636713.718,12.837,1.36985,1.36999,,1396636697.832,131.637,1.36981,1.36996
1396636713.847,12.945,1.36985,1.36998,,1396636697.914,51.502,1.36982,1.36996
1396636713.913,15.397,1.36985,1.36997,,1396636698.015,44.223,1.36983,1.36996
1396636714.06,13.464,1.36984,1.36994,,1396636698.114,43.779,1.36983,1.36995
1396636714.159,15.036,1.36981,1.36992,,1396636698.223,35.793,1.36983,1.36994
1396636714.297,13.532,1.36981,1.36991,,1396636699.018,12.465,1.36983,1.36994
1396636715.323,17.681,1.36979,1.36991,,1396636703.014,13.086,1.36986,1.36996
1396636715.72,12.129,1.3698,1.36989,,1396636703.048,79.74,1.36986,1.36998
1396636735.028,13.112,1.3698,1.36992,,1396636703.214,13.636,1.36986,1.36997
1396636735.046,12.893,1.36982,1.36993,,1396636703.804,12.656,1.36987,1.36999
1396636736.03,24.291,1.36983,1.36993,,1396636706.303,17.08,1.36987,1.36998
1396636736.203,13.612,1.36984,1.36992,,1396636713.718,13.533,1.36985,1.36999
1396636738.587,12.21,1.36982,1.36994,,1396636713.847,13.268,1.36985,1.36998
1396636740.111,14.219,1.36983,1.36993,,1396636713.913,48.109,1.36985,1.36997
1396636741.514,14.228,1.36985,1.36994,,1396636714.06,13.766,1.36984,1.36994
1396636741.516,32.419,1.36982,1.36996,,1396636714.159,15.922,1.36981,1.36992
1396636741.584,11.993,1.36984,1.36997,,1396636714.297,14.151,1.36981,1.36991
1396636741.714,13.685,1.36986,1.36998,,1396636715.323,18.725,1.36979,1.36991
1396636741.956,15.038,1.36988,1.37,,1396636715.72,12.742,1.3698,1.36989
1396636743.322,14.644,1.36988,1.36999,,1396636735.028,13.677,1.3698,1.36992
1396636744.435,16.177,1.36989,1.36998,,1396636735.046,95.987,1.36982,1.36993
1396636751.854,14.735,1.36989,1.36999,,1396636736.03,16.3,1.36983,1.36993
1396636751.858,33.388,1.36989,1.37,,1396636736.203,13.495,1.36984,1.36992
1396636752.43,13.206,1.36988,1.37,,1396636738.587,12.822,1.36982,1.36994
1396636752.478,12.784,1.36988,1.36999,,1396636740.111,12.789,1.36983,1.36993
1396636753.047,437.035,1.36989,1.36998,,1396636741.514,14.779,1.36985,1.36994
1396636753.232,267.75,1.36988,1.36999,,1396636741.516,111.609,1.36982,1.36996
1396636754.815,13.889,1.36987,1.36999,,1396636741.584,145.245,1.36984,1.36997
1396636754.893,12.253,1.36987,1.36998,,1396636741.714,16.858,1.36986,1.36998
1396636755.253,12.251,1.36988,1.36996,,1396636741.956,15.921,1.36988,1.37
1396636755.622,12.704,1.36987,1.36997,,1396636743.322,14.832,1.36988,1.36999
1396636756.26,14.893,1.36986,1.36998,,1396636744.435,17.666,1.36989,1.36998
1396636756.843,12.698,1.36987,1.36997,,1396636751.854,14.951,1.36989,1.36999
1396636756.918,15.162,1.36985,1.36995,,1396636751.858,1309.714,1.36989,1.37
1396636758.595,11.908,1.36986,1.36994,,1396636752.43,757.312,1.36988,1.37
1396636763.038,38.599,1.36985,1.36994,,1396636752.478,711.047,1.36988,1.36999
1396636763.305,13.256,1.36984,1.36995,,1396636753.047,536.512,1.36989,1.36998
1396636763.411,12.409,1.36985,1.36995,,1396636753.232,458.059,1.36988,1.36999
1396636764.822,13.345,1.36985,1.36996,,1396636754.815,13.558,1.36987,1.36999
1396636766.248,12.793,1.36986,1.36995,,1396636754.893,35.907,1.36987,1.36998
1396636771.042,12.622,1.36985,1.36996,,1396636755.253,12.906,1.36988,1.36996
1396636771.359,12.679,1.36987,1.36998,,1396636755.622,13.347,1.36987,1.36997
1396636771.62,13.901,1.36988,1.36997,,1396636756.26,14.565,1.36986,1.36998
1396636773.545,14.943,1.36988,1.36998,,1396636756.843,13.198,1.36987,1.36997
1396636786.804,11.871,1.3699,1.37001,,1396636756.918,37.575,1.36985,1.36995
1396636786.846,12.734,1.36992,1.37003,,1396636758.595,13.093,1.36986,1.36994
1396636787.223,13.854,1.36994,1.37003,,1396636762.803,525.13,1.36984,1.36995
1396636787.413,13.843,1.36995,1.37003,,1396636762.908,421.687,1.36985,1.36995
1396636787.718,16.239,1.36993,1.37005,,1396636763.038,294.016,1.36985,1.36994
1396636788.668,13.259,1.36995,1.37003,,1396636763.305,28.78,1.36984,1.36995
1396636788.715,12.64,1.36992,1.37004,,1396636763.411,13.066,1.36985,1.36995
1396636789.081,13.725,1.36992,1.37002,,1396636764.822,13.244,1.36985,1.36996
1396636789.126,12.838,1.36991,1.37002,,1396636766.248,13.633,1.36986,1.36995
1396636790.516,16.085,1.36991,1.37001,,1396636771.042,12.269,1.36985,1.36996
1396636790.578,13.003,1.36991,1.37002,,1396636771.359,13.782,1.36987,1.36998
1396636791.794,12.248,1.3699,1.37003,,1396636771.62,13.968,1.36988,1.36997
1396636791.804,18.665,1.3699,1.37004,,1396636773.545,15.752,1.36988,1.36998
1396636791.813,25.725,1.36991,1.37004,,1396636786.804,13.133,1.3699,1.37001
1396636792.188,11.704,1.36991,1.37002,,1396636786.846,70.152,1.36992,1.37003
1396636792.268,14.904,1.3699,1.37002,,1396636787.223,14.63,1.36994,1.37003
1396636800.614,13.621,1.3699,1.37001,,1396636787.413,14.127,1.36995,1.37003
1396636800.67,13.914,1.36988,1.36999,,1396636787.718,923.404,1.36993,1.37005
1396636801.214,13.912,1.36989,1.36999,,1396636788.668,11.78,1.36995,1.37003
1396636802.289,13.998,1.36987,1.36997,,1396636788.715,64.688,1.36992,1.37004
1396636802.41,114.765,1.36988,1.36996,,1396636789.081,15.344,1.36992,1.37002
1396636806.014,12.777,1.36986,1.36997,,1396636789.126,67.899,1.36991,1.37002
1396636806.214,18.117,1.36987,1.36996,,1396636790.516,17.105,1.36991,1.37001
1396636809.547,18.778,1.36988,1.36996,,1396636790.578,53.05,1.36991,1.37002
1396636811.065,13.28,1.36987,1.36997,,1396636791.794,13.561,1.3699,1.37003
1396636812.385,15.892,1.36989,1.36999,,1396636791.799,107.604,1.36991,1.37003
1396636812.413,15.033,1.36989,1.36998,,1396636791.804,103.414,1.3699,1.37004
1396636815.153,14.084,1.36989,1.36997,,1396636791.813,94.955,1.36991,1.37004
1396636815.722,12.428,1.36989,1.36998,,1396636792.188,27.209,1.36991,1.37002
1396636821.882,10.523,1.36989,1.36998,,1396636792.268,48.191,1.3699,1.37002
1396636824.215,13.341,1.3699,1.36997,,1396636800.614,14.835,1.3699,1.37001
1396636824.422,15.022,1.36987,1.36999,,1396636800.67,57.747,1.36988,1.36999
1396636824.515,12.882,1.36986,1.36997,,1396636801.214,14.453,1.36989,1.36999
1396636825.113,15.3,1.36988,1.36996,,1396636802.289,15.69,1.36987,1.36997
1396636825.204,13.258,1.36986,1.36997,,1396636802.312,88.318,1.36988,1.36996
1396636826.638,11.217,1.36987,1.36999,,1396636802.41,95.969,1.36988,1.36996
1396636828.724,15.253,1.36988,1.36999,,1396636806.014,14.509,1.36986,1.36997
1396636829.493,11.26,1.36989,1.36998,,1396636806.214,19.431,1.36987,1.36996
1396636829.498,21.153,1.36988,1.37,,1396636809.547,19.079,1.36988,1.36996
1396636830.612,11.13,1.36988,1.36999,,1396636811.065,14.01,1.36987,1.36997
1396636830.721,11.718,1.36989,1.36999,,1396636812.385,1212.787,1.36989,1.36999
1396636830.722,26.035,1.36988,1.36999,,1396636812.413,1199.675,1.36989,1.36998
1396636839.204,12.929,1.36988,1.36999,,1396636815.153,15.39,1.36989,1.36997
1396636840.694,11.746,1.36989,1.36999,,1396636815.722,12.564,1.36989,1.36998
1396636841.023,12.333,1.36987,1.36999,,1396636821.882,11.725,1.36989,1.36998
1396636841.274,11.561,1.36988,1.36999,,1396636824.215,14.706,1.3699,1.36997
1396636842.514,211.22,1.36989,1.36998,,1396636824.422,15.77,1.36987,1.36999
1396636848.612,11.058,1.36989,1.36999,,1396636824.515,21.824,1.36986,1.36997
1396636856.674,11.39,1.36989,1.37,,1396636825.113,16.316,1.36988,1.36996
1396636860.832,11.774,1.36991,1.37002,,1396636825.204,28.624,1.36986,1.36997
1396636860.834,34.392,1.3699,1.37003,,1396636826.638,12.931,1.36987,1.36999
1396636860.914,17.139,1.3699,1.37002,,1396636828.724,15.546,1.36988,1.36999
1396636861.113,18.353,1.36991,1.37002,,1396636829.493,12.681,1.36989,1.36998
1396636861.214,11.203,1.36992,1.37002,,1396636829.498,108.135,1.36988,1.37
1396636865.869,11.798,1.3699,1.37,,1396636830.612,12.483,1.36988,1.36999
1396636867.124,22.89,1.36987,1.36999,,1396636830.721,12.144,1.36989,1.36999
1396636867.211,14.399,1.36987,1.36998,,1396636830.722,113.557,1.36988,1.36999
1396636867.903,12.047,1.36989,1.36999,,1396636839.204,12.811,1.36988,1.36999
1396636875.712,12.21,1.36987,1.36999,,1396636840.694,12.706,1.36989,1.36999
1396636875.798,11.532,1.36988,1.36999,,1396636841.023,13.655,1.36987,1.36999
1396636876.229,12.119,1.3699,1.37001,,1396636841.274,12.724,1.36988,1.36999
1396636876.238,18.516,1.36989,1.37003,,1396636842.514,1212.343,1.36989,1.36998
1396636876.316,11.033,1.36991,1.37004,,1396636848.612,12.14,1.36989,1.36999
1396636876.328,17.67,1.36993,1.37006,,1396636856.674,12.612,1.36989,1.37
1396636876.416,13.772,1.36995,1.37007,,1396636860.832,12.572,1.36991,1.37002
1396636876.616,13.343,1.36996,1.37006,,1396636860.834,111.397,1.3699,1.37003
1396636876.812,12.607,1.36996,1.37005,,1396636860.914,136.707,1.3699,1.37002
1396636878.212,12.161,1.36996,1.37006,,1396636861.113,36.165,1.36991,1.37002
1396636878.214,27.045,1.36996,1.37008,,1396636861.214,37.668,1.36992,1.37002
1396636878.254,11.208,1.36999,1.37011,,1396636865.869,12.55,1.3699,1.37
1396636878.308,11.156,1.37001,1.37013,,1396636867.124,110.942,1.36987,1.36999
1396636878.318,20.236,1.37,1.3702,,1396636867.211,120.164,1.36987,1.36998
1396636878.335,19.472,1.37006,1.37025,,1396636867.903,12.721,1.36989,1.36999
1396636878.635,12.336,1.37006,1.37025,,1396636875.712,12.087,1.36987,1.36999
1396636878.663,12.109,1.37008,1.37024,,1396636875.798,26.625,1.36988,1.36999
1396636878.689,11.341,1.37005,1.37021,,1396636876.229,13.236,1.3699,1.37001
1396636879.213,11.056,1.37007,1.37018,,1396636876.238,107.402,1.36989,1.37003
1396636880.913,11.356,1.37006,1.37016,,1396636876.316,127.987,1.36991,1.37004
1396636884.461,11.55,1.37008,1.37018,,1396636876.328,117.703,1.36993,1.37006
1396636886.257,17.522,1.37008,1.37018,,1396636876.416,31.196,1.36995,1.37007
1396636887.239,12.873,1.37007,1.37019,,1396636876.616,14.152,1.36996,1.37006
1396636888.418,11.504,1.37008,1.37018,,1396636876.812,12.912,1.36996,1.37005
1396636892.386,11.444,1.37008,1.37019,,1396636878.212,12.429,1.36996,1.37006
1396636892.422,12.025,1.3701,1.37021,,1396636878.214,109.511,1.36996,1.37008
1396636892.431,21.976,1.37012,1.37023,,1396636878.254,72.151,1.36999,1.37011
1396636892.493,12.123,1.37015,1.37026,,1396636878.308,119.501,1.37001,1.37013
1396636892.505,15.671,1.37015,1.37026,,1396636878.311,118.184,1.36998,1.37018
1396636892.517,21.188,1.37015,1.37027,,1396636878.318,112.517,1.37,1.3702
1396636892.533,22.744,1.37017,1.3703,,1396636878.332,100.55,1.37003,1.37023
1396636892.558,14.794,1.37017,1.3703,,1396636878.335,99.295,1.37006,1.37025
1396636892.716,11.382,1.37016,1.37028,,1396636878.635,13.977,1.37006,1.37025
1396636893.213,12.362,1.37016,1.37026,,1396636878.663,84.84,1.37008,1.37024
1396636893.319,16.155,1.37016,1.37025,,1396636878.689,158.73,1.37005,1.37021
1396636894.312,11.973,1.37014,1.37026,,1396636879.213,12.096,1.37007,1.37018
1396636895.013,11.562,1.37016,1.37026,,1396636880.913,13.152,1.37006,1.37016
1396636895.922,11.939,1.37016,1.37028,,1396636884.461,12.514,1.37008,1.37018
1396636896.176,11.449,1.37018,1.37028,,1396636886.257,18.647,1.37008,1.37018
1396636897.832,12.757,1.37018,1.37029,,1396636887.239,13.206,1.37007,1.37019
1396636900.822,15.363,1.37018,1.3703,,1396636888.418,12.503,1.37008,1.37018
1396636900.89,12.063,1.3702,1.37032,,1396636892.386,12.482,1.37008,1.37019
1396636900.942,12.393,1.37018,1.3703,,1396636892.422,76.301,1.3701,1.37021
1396636902.195,12.064,1.37017,1.37028,,1396636892.431,69.268,1.37012,1.37023
1396636902.316,12.183,1.37014,1.37028,,1396636892.493,103.843,1.37015,1.37026
1396636902.676,11.032,1.37014,1.37028,,1396636892.505,92.946,1.37015,1.37026
1396636906.202,12.667,1.37017,1.37025,,1396636892.517,81.791,1.37015,1.37027
1396636906.21,20.465,1.37016,1.37025,,1396636892.533,66.521,1.37017,1.3703
1396636906.576,13.017,1.37014,1.37026,,1396636892.558,140.435,1.37017,1.3703
1396636911.329,11.849,1.37017,1.37029,,1396636892.716,83.135,1.37016,1.37028
1396636911.388,12.307,1.37017,1.37029,,1396636893.213,12.144,1.37016,1.37026
1396636913.148,10.823,1.37018,1.37028,,1396636893.319,14.061,1.37016,1.37025
