REST API Latency Test (ms)
open order,close trade,get 10 quotes,get 50 quotes,get 100 quotes,get 10 trades,get 50 trades,get 100 trades,get 500 trades
393.41187477111816,66.85185432434082,30.981063842773438,65.65999984741211,135.06507873535156,27.923107147216797,71.55013084411621,67.06976890563965,114.63308334350586
66.02001190185547,74.22995567321777,67.3818588256836,70.96982002258301,103.73711585998535,66.12300872802734,65.01889228820801,69.11683082580566,93.2009220123291
65.05990028381348,61.0041618347168,64.94688987731934,63.48609924316406,112.08200454711914,68.37987899780273,65.80901145935059,66.94293022155762,88.57393264770508
69.85592842102051,66.55502319335938,66.20907783508301,70.27602195739746,107.75494575500488,65.09208679199219,65.84715843200684,62.59417533874512,87.17799186706543
62.90292739868164,64.04495239257812,69.84710693359375,61.77687644958496,99.77293014526367,72.2498893737793,75.85597038269043,66.61415100097656,92.23294258117676
68.2990550994873,75.96111297607422,74.07188415527344,68.18389892578125,95.28803825378418,61.23995780944824,63.61103057861328,67.99697875976562,85.08014678955078
66.03002548217773,59.715986251831055,56.46705627441406,66.5740966796875,95.97611427307129,69.99492645263672,59.64088439941406,68.88008117675781,83.11676979064941
74.84698295593262,68.73607635498047,68.12715530395508,63.9188289642334,91.68505668640137,65.01293182373047,67.84915924072266,65.73104858398438,83.41097831726074
58.184146881103516,72.16691970825195,68.02582740783691,68.99499893188477,92.07487106323242,71.14791870117188,69.40293312072754,63.98296356201172,80.32894134521484
66.9548511505127,57.34586715698242,66.41387939453125,67.15798377990723,91.4158821105957,65.39297103881836,64.92495536804199,67.92593002319336,91.94302558898926
69.0000057220459,71.97308540344238,62.925100326538086,67.68488883972168,92.48614311218262,67.38114356994629,64.93616104125977,65.4611587524414,85.53004264831543
63.449859619140625,60.086965560913086,67.88897514343262,71.21491432189941,91.22586250305176,61.40589714050293,67.73996353149414,71.91801071166992,82.23891258239746
132.81607627868652,67.88396835327148,67.6569938659668,60.54496765136719,91.9640064239502,68.3600902557373,66.92194938659668,61.63811683654785,91.07494354248047
38.41710090637207,67.42477416992188,66.42508506774902,69.61584091186523,92.04602241516113,66.6038990020752,65.84501266479492,68.79591941833496,83.27102661132812
69.34309005737305,66.85304641723633,64.99695777893066,64.89086151123047,91.71891212463379,69.70000267028809,67.05808639526367,65.5050277709961,79.03194427490234
55.04798889160156,67.56591796875,74.9051570892334,69.0300464630127,91.8419361114502,62.354087829589844,65.11998176574707,65.46211242675781,80.01303672790527
